,City,Latitude,Longitude,Country,pm25_present,pm25_unit,pm25_mean,pm25_median,no2_present,no2_unit,no2_mean,no2_median,o3_present,o3_unit,o3_mean,o3_median,pm10_present,pm10_unit,pm10_mean,pm10_median,co_present,co_unit,co_mean,co_median,so2_present,so2_unit,so2_mean,so2_median,bc_present,bc_unit,bc_mean,bc_median
126,Talca,-35.435141887663,-71.678261499336,CL,True,µg/m³,4.428571428571429,2.0,True,µg/m³,11.125,11.125,True,µg/m³,14.475,14.475,True,µg/m³,12.285714285714286,7.0,True,µg/m³,278.8,278.8,True,µg/m³,2.44,2.44,False,,,
127,Groningen,53.2178,6.5789,NL,True,µg/m³,14.003433333333334,14.3301,True,µg/m³,32.971666666666664,32.07,True,µg/m³,4.34,4.71,True,µg/m³,33.016666666666666,35.15,False,,,,False,,,,False,,,
128,Curicó,-34.974925077541,-71.233967512329,CL,True,µg/m³,2.0,2.0,False,,,,False,,,,True,µg/m³,38.25333333333334,22.62,False,,,,False,,,,False,,,
129,Lower Hunter,-32.9325,151.66,AU,True,µg/m³,4.766666666666667,4.7,True,ppm,0.0022111111111111116,0.0012,True,ppm,0.018888888888888886,0.021,True,µg/m³,8.31111111111111,4.8,True,ppm,0.5499999999999999,0.5,True,ppm,0.11911111111111111,0.172,False,,,
130,Mt Isa,-20.7264,139.498,AU,False,,,,False,,,,False,,,,True,µg/m³,13.566666666666668,13.6,False,,,,True,ppm,0.0003333333333333333,0.0,False,,,
131,Linares,-35.836942234921,-71.592865853985,CL,True,µg/m³,2.5,2.5,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
132,Talcahuano,-36.735998,-73.118693,CL,True,µg/m³,7.04,7.0649999999999995,True,µg/m³,9.521666666666667,7.53,False,,,,True,µg/m³,9.428888888888888,9.1,True,µg/m³,389.23,389.23,True,µg/m³,4.287999999999999,1.3,False,,,
133,Hualpén,-36.803034,-73.120527,CL,False,,,,False,,,,False,,,,True,µg/m³,4.033333333333333,3.31,False,,,,False,,,,False,,,
134,石家庄市,37.9097,114.3541,CN,True,µg/m³,111.3125,112.5,True,µg/m³,68.4375,68.0,True,µg/m³,75.0,75.0,True,µg/m³,192.125,194.0,True,µg/m³,1256.25,1300.0,True,µg/m³,13.4375,14.5,False,,,
135,Coronel,-37.031702,-73.138689,CL,False,,,,False,,,,False,,,,True,µg/m³,24.97666666666667,24.63,True,µg/m³,468.9866666666667,467.08,True,µg/m³,3.1766666666666663,3.11,False,,,
136,Chillán,-36.616167751711,-72.093040558483,CL,True,µg/m³,4.118333333333333,4.045,False,,,,False,,,,True,µg/m³,25.141666666666666,23.18,False,,,,False,,,,False,,,
137,Central Coast,-32.195,150.6736111,AU,True,µg/m³,5.3999999999999995,5.4,True,ppm,0.0026666666666666666,0.003,True,ppm,0.02966666666666667,0.03,True,µg/m³,12.833333333333334,12.7,True,ppm,0.10000000000000002,0.1,True,ppm,0.0026666666666666666,0.003,False,,,
138,Concepción,-36.784653741124,-73.052063025795,CL,True,µg/m³,8.1,8.1,False,,,,True,µg/m³,10.92,10.58,True,µg/m³,4.5,2.7,True,µg/m³,324.5933333333333,319.9,True,µg/m³,1.55,1.41,False,,,
139,Curanilahue,-37.485131692556,-73.331626473541,CL,True,µg/m³,25.666666666666668,28.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
140,Central Tablelands,-33.4033333,149.5733333,AU,True,µg/m³,3.1666666666666665,3.1,False,,,,False,,,,True,µg/m³,10.033333333333333,9.9,False,,,,False,,,,False,,,
141,Fort William,56.82266,-5.101102,GB,False,,,,True,µg/m³,3.5,3.5,True,µg/m³,63.0,63.0,False,,,,False,,,,False,,,,False,,,
142,Inverness,57.481308,-4.241451,GB,True,µg/m³,6.0,6.0,True,µg/m³,9.5,9.5,False,,,,True,µg/m³,10.0,10.0,False,,,,False,,,,False,,,
143,Hualqui,-36.97743148785,-72.932017713268,CL,True,µg/m³,3.6666666666666665,5.0,True,µg/m³,3.043333333333333,3.53,True,µg/m³,10.450000000000001,11.48,True,µg/m³,11.333333333333334,9.0,False,,,,False,,,,False,,,
144,Lerwick,60.13922,-1.185319,GB,False,,,,False,,,,True,µg/m³,67.5,67.5,False,,,,False,,,,False,,,,False,,,
145,Strath Vaich,57.734456,-4.776583,GB,False,,,,False,,,,True,µg/m³,66.0,66.0,False,,,,False,,,,False,,,,False,,,
146,Middlesbrough,54.569297,-1.220874,GB,False,,,,True,µg/m³,4.0,4.0,True,µg/m³,50.0,50.0,True,µg/m³,19.5,19.5,False,,,,True,µg/m³,17.0,17.0,False,,,
147,North-west Slopes,-31.1105556,150.9141667,AU,False,,,,False,,,,False,,,,True,µg/m³,5.266666666666667,5.3,False,,,,True,ppm,0.15133333333333332,0.152,False,,,
148,South-west Slopes,-36.0516667,146.9741667,AU,True,µg/m³,3.9,3.9,False,,,,False,,,,True,µg/m³,9.683333333333332,9.55,False,,,,True,ppm,0.18000000000000002,0.18,False,,,
149,Los Angeles,-37.471182288689,-72.36146284977,CL,True,µg/m³,5.861999999999999,6.0,False,,,,False,,,,True,µg/m³,7.669999999999999,8.12,False,,,,False,,,,False,,,
150,Newcastle,54.97825,-1.610528,GB,True,µg/m³,12.0,12.0,True,µg/m³,14.0,12.5,True,µg/m³,46.0,46.0,True,µg/m³,14.5,14.5,False,,,,False,,,,False,,,
151,Girardota,6.3785167,-75.443985,CO,False,,,,False,,,,False,,,,True,µg/m³,-6654.0,-9999.0,False,,,,False,,,,False,,,
152,Temuco,-38.74869912298,-72.620788228172,CL,True,µg/m³,7.5,6.0,False,,,,False,,,,True,µg/m³,15.5,14.5,True,µg/m³,260.6166666666667,277.48,False,,,,False,,,
153,Upper Hunter - Muswellbrook,-32.2716667,150.8858333,AU,True,µg/m³,7.5,7.5,True,ppm,0.013999999999999999,0.013999999999999999,False,,,,True,µg/m³,21.733333333333334,21.6,False,,,,True,ppm,0.02,0.02,False,,,
154,Stockton-on-Tees,54.516667,-1.358547,GB,True,µg/m³,10.25,10.0,True,µg/m³,7.25,7.0,False,,,,True,µg/m³,16.5,16.5,False,,,,False,,,,False,,,
155,Upper Hunter - Singleton,-32.5297222,151.1497222,AU,True,µg/m³,4.5,4.5,True,ppm,0.0033333333333333335,0.003,False,,,,True,µg/m³,17.266666666666666,17.2,False,,,,True,ppm,0.0023333333333333335,0.002,False,,,
156,唐山市,39.6295,118.144,CN,True,µg/m³,25.833333333333332,25.5,True,µg/m³,59.75,59.0,True,µg/m³,60.5,60.0,True,µg/m³,64.25,59.5,True,µg/m³,1491.6666666666667,1450.0,True,µg/m³,32.416666666666664,28.0,False,,,
157,Osorno,-40.584478665958,-73.11871982209,CL,True,µg/m³,3.0,3.0,False,,,,False,,,,True,µg/m³,11.0,11.0,False,,,,False,,,,False,,,
158,Puerto Montt,-41.399169537038,-72.899522781372,CL,True,µg/m³,18.0,13.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
159,Sunderland,54.88361,-1.406878,GB,True,µg/m³,12.0,12.0,True,µg/m³,6.333333333333333,6.0,True,µg/m³,48.0,48.0,False,,,,False,,,,False,,,,False,,,
160,Itagüí,6.1684971,-75.6443558,CO,True,µg/m³,21.666666666666668,21.0,False,,,,True,ppm,-6665.9971000000005,-9999.0,True,µg/m³,53.166666666666664,49.5,False,,,,False,,,,False,,,
161,Coyhaique,-45.579045667164,-72.049964505825,CL,True,µg/m³,36.333333333333336,35.0,False,,,,True,µg/m³,17.683333333333334,18.05,True,µg/m³,53.333333333333336,48.0,True,µg/m³,1951.993333333333,1901.03,True,µg/m³,1.5333333333333332,1.52,False,,,
162,Aberdeen,57.15736,-2.094278,GB,True,µg/m³,9.7,9.7,True,µg/m³,10.833333333333334,11.0,True,µg/m³,47.5,47.5,True,µg/m³,28.0,28.0,False,,,,False,,,,False,,,
163,Vialidad,-45.40680023471,-72.696259617805,CL,True,µg/m³,9.0,9.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
164,Independencia,-33.422301,-70.651162,CL,True,µg/m³,9.333333333333334,10.0,True,µg/m³,46.34,46.34,True,µg/m³,19.115000000000002,19.115000000000002,True,µg/m³,45.333333333333336,44.0,True,µg/m³,717.56,717.56,False,,,,False,,,
165,Aston Hill,52.50385,-3.034178,GB,False,,,,False,,,,True,µg/m³,76.0,76.0,False,,,,False,,,,False,,,,False,,,
166,Wrexham,53.04222,-3.002778,GB,True,µg/m³,7.0,7.0,True,µg/m³,6.5,6.5,False,,,,True,µg/m³,11.0,11.0,False,,,,True,µg/m³,2.0,2.0,False,,,
167,La Florida,-33.516630362266,-70.588123961971,CL,True,µg/m³,6.0,6.0,True,µg/m³,39.480000000000004,39.480000000000004,True,µg/m³,25.98,25.98,True,µg/m³,42.166666666666664,42.5,True,µg/m³,59.475,59.475,True,µg/m³,7.385,7.385,False,,,
168,Beverwijk West,52.4893,4.64053,NL,True,µg/m³,-661.1666666666666,-999.0,False,,,,False,,,,True,µg/m³,-659.6666666666666,-999.0,False,,,,False,,,,False,,,
169,Velsen,52.4744,4.57934,NL,True,µg/m³,-999.0,-999.0,False,,,,False,,,,True,µg/m³,-999.0,-999.0,False,,,,False,,,,False,,,
170,North West & Merseyside,53.451826,-2.742134,GB,False,,,,True,µg/m³,23.0,22.0,False,,,,True,µg/m³,21.5,21.5,False,,,,False,,,,False,,,
171,Las Condes,-33.37677352033,-70.523326784061,CL,True,µg/m³,10.333333333333334,11.0,True,µg/m³,30.83,30.83,True,µg/m³,44.685,44.685,True,µg/m³,22.666666666666668,24.0,True,µg/m³,234.685,234.685,False,,,,False,,,
172,Blackpool,53.80489,-3.007175,GB,True,µg/m³,7.5,7.5,True,µg/m³,5.5,5.5,True,µg/m³,59.5,59.5,False,,,,False,,,,False,,,,False,,,
173,Santiago,-33.464142,-70.660797,CL,True,µg/m³,7.5,7.5,True,µg/m³,15.695,15.695,True,µg/m³,36.595,36.595,True,µg/m³,49.0,49.0,True,µg/m³,358.265,358.265,False,,,,False,,,
174,Horst a/d Maas,51.4541,6.1082,NL,True,µg/m³,-999.0,-999.0,False,,,,False,,,,True,µg/m³,-999.0,-999.0,False,,,,False,,,,False,,,
175,Carlisle,54.894834,-2.945307,GB,True,µg/m³,7.5,7.5,True,µg/m³,9.5,9.5,False,,,,True,µg/m³,13.5,13.5,False,,,,False,,,,False,,,
176,Pudahuel,-33.437811379126,-70.750171233135,CL,True,µg/m³,7.5,7.5,False,,,,True,µg/m³,24.71,24.71,True,µg/m³,46.5,46.5,True,µg/m³,498.62,498.62,False,,,,False,,,
177,El Bosque,-33.547099645619,-70.666204101852,CL,True,µg/m³,5.333333333333333,5.0,True,µg/m³,18.89,18.89,True,µg/m³,25.73,25.73,True,µg/m³,38.166666666666664,28.0,True,µg/m³,442.075,442.075,True,µg/m³,0.68,0.68,False,,,
178,Glazebury,53.46008,-2.472056,GB,False,,,,True,µg/m³,3.0,3.0,True,µg/m³,55.0,55.0,False,,,,False,,,,False,,,,False,,,
179,Panchkula,30.7057778,76.8531805555555,IN,True,µg/m³,50.0125,48.29,True,µg/m³,16.182499999999997,15.81,True,µg/m³,33.0,33.5,False,,,,True,µg/m³,455.0,440.0,True,µg/m³,5.795,5.92,False,,,
180,Liverpool,53.34633,-2.844333,GB,True,µg/m³,6.5,6.5,True,µg/m³,6.75,6.5,True,µg/m³,59.75,60.0,False,,,,False,,,,True,µg/m³,2.5,2.5,False,,,
181,秦皇岛市,37.0308,119.5259,CN,True,µg/m³,14.5,17.0,True,µg/m³,43.1,36.0,True,µg/m³,52.8,52.0,True,µg/m³,41.2,42.0,True,µg/m³,660.0,650.0,True,µg/m³,13.9,13.5,False,,,
182,Cerro Navia,-33.433089610143,-70.732147868717,CL,True,µg/m³,9.333333333333334,9.0,True,µg/m³,22.745,22.745,True,µg/m³,27.869999999999997,27.869999999999997,True,µg/m³,31.833333333333332,29.0,True,µg/m³,666.56,666.56,False,,,,False,,,
183,Manchester,53.48152,-2.237881,GB,True,µg/m³,7.75,8.0,True,µg/m³,12.5,11.0,True,µg/m³,50.5,50.5,True,µg/m³,12.0,12.0,False,,,,True,µg/m³,4.5,4.5,False,,,
184,Puente Alto,-33.591390623022,-70.594788,CL,True,µg/m³,0.0,0.0,False,,,,False,,,,True,µg/m³,39.0,39.0,False,,,,False,,,,False,,,
185,Preston,53.76559,-2.680353,GB,True,µg/m³,8.0,8.0,True,µg/m³,9.0,9.0,True,µg/m³,56.5,56.5,False,,,,False,,,,False,,,,False,,,
186,Talagante,-33.673752071375,-70.953064737434,CL,True,µg/m³,8.666666666666666,5.0,False,,,,True,µg/m³,14.605,14.605,True,µg/m³,19.0,19.0,False,,,,False,,,,False,,,
187,Quilicura,-33.349626928347,-70.723792612552,CL,True,µg/m³,5.666666666666667,6.0,False,,,,False,,,,True,µg/m³,37.666666666666664,41.0,False,,,,False,,,,False,,,
188,Cerrillos,-33.495821530652,-70.704282224178,CL,True,µg/m³,5.0,5.0,False,,,,False,,,,True,µg/m³,27.666666666666668,28.0,False,,,,False,,,,False,,,
189,Warrington,53.38928,-2.615358,GB,True,µg/m³,9.5,9.5,True,µg/m³,14.0,14.0,False,,,,True,µg/m³,16.0,16.0,False,,,,False,,,,False,,,
190,Valdivia,-39.831316104673,-73.22851282209,CL,True,µg/m³,10.5,10.5,False,,,,False,,,,True,µg/m³,10.0,10.0,True,µg/m³,211.58333333333334,128.63,True,µg/m³,2.5233333333333334,2.54,False,,,
191,Enschede,52.2345,6.91949,NL,True,µg/m³,6.525706666666667,6.12456,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
192,邯郸市,36.5776,114.4965,CN,True,µg/m³,117.375,119.5,True,µg/m³,70.125,68.0,True,µg/m³,67.5,70.5,True,µg/m³,224.0,222.0,True,µg/m³,1575.0,1500.0,True,µg/m³,30.375,28.5,False,,,
193,Widnes,53.365391,-2.73168,GB,False,,,,True,µg/m³,13.5,13.5,False,,,,False,,,,False,,,,False,,,,False,,,
194,Wigan,53.54914,-2.638139,GB,True,µg/m³,7.5,7.5,True,µg/m³,7.0,7.0,True,µg/m³,51.5,51.5,False,,,,False,,,,False,,,,False,,,
195,La Unión,-40.286857441758,-73.076710459412,CL,True,µg/m³,4.4766666666666675,3.49,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
196,Armagh,54.353728,-6.654558,GB,False,,,,True,µg/m³,14.0,14.0,False,,,,True,µg/m³,12.0,12.0,False,,,,False,,,,False,,,
197,Belfast,54.59965,-5.928833,GB,True,µg/m³,6.0,6.0,True,µg/m³,21.5,18.0,True,µg/m³,56.5,56.5,True,µg/m³,9.5,9.5,False,,,,True,µg/m³,19.5,19.5,False,,,
198,Derry,55.002818,-7.331179,GB,True,µg/m³,7.0,7.0,True,µg/m³,4.0,4.0,True,µg/m³,77.5,77.5,True,µg/m³,9.0,9.0,False,,,,True,µg/m³,6.5,6.5,False,,,
199,保定市,38.8416,115.442,CN,True,µg/m³,16.583333333333332,17.5,True,µg/m³,49.0,48.5,True,µg/m³,68.0,61.5,True,µg/m³,37.333333333333336,39.0,True,µg/m³,475.0,500.0,True,µg/m³,11.583333333333334,9.0,False,,,
200,Lough Navar,54.43951,-7.900328,GB,True,µg/m³,4.0,4.0,False,,,,True,µg/m³,72.0,72.0,True,µg/m³,7.0,7.0,False,,,,False,,,,False,,,
201,Caldas,6.0930777,-75.637764,CO,True,µg/m³,-6658.567733333333,-9999.0,False,,,,False,,,,True,µg/m³,-9999.0,-9999.0,False,,,,False,,,,False,,,
202,De Rijp,52.5636,4.8617,NL,False,,,,False,,,,False,,,,True,µg/m³,-999.0,-999.0,False,,,,False,,,,False,,,
203,Eskdalemuir,55.31531,-3.206111,GB,False,,,,True,µg/m³,4.5,4.5,True,µg/m³,56.5,56.5,False,,,,False,,,,False,,,,False,,,
204,Peebles,55.657472,-3.196527,GB,False,,,,True,µg/m³,10.0,10.0,True,µg/m³,49.0,49.0,False,,,,False,,,,False,,,,False,,,
205,Brighton,50.840836,-0.147572,GB,False,,,,True,µg/m³,3.0,3.0,True,µg/m³,61.0,61.0,False,,,,False,,,,False,,,,False,,,
206,Patna,25.5941,85.1376,IN,True,µg/m³,208.5,208.5,True,µg/m³,7.805000000000001,7.805000000000001,True,µg/m³,45.11,45.11,False,,,,True,µg/m³,1240.0,1240.0,True,µg/m³,29.6,29.6,False,,,
207,Canterbury,51.27399,1.098061,GB,False,,,,True,µg/m³,1.5,1.5,True,µg/m³,69.0,69.0,False,,,,False,,,,False,,,,False,,,
208,Chatham,51.374264,0.54797,GB,True,µg/m³,7.0,7.0,True,µg/m³,4.0,4.0,False,,,,True,µg/m³,18.0,18.0,False,,,,False,,,,False,,,
209,Stockbridge,51.149617,-1.438228,GB,True,µg/m³,5.0,5.0,True,µg/m³,0.0,0.0,True,µg/m³,75.0,75.0,True,µg/m³,9.5,9.5,False,,,,True,µg/m³,5.0,5.0,False,,,
210,Eastbourne,50.805778,0.271611,GB,True,µg/m³,8.0,8.0,True,µg/m³,1.5,1.5,False,,,,False,,,,False,,,,False,,,,False,,,
211,Horley,51.165865,-0.167734,GB,False,,,,True,µg/m³,10.0,10.0,False,,,,False,,,,False,,,,False,,,,False,,,
212,Lullington Heath,50.7937,0.18125,GB,False,,,,True,µg/m³,0.5,0.5,True,µg/m³,76.0,76.0,False,,,,False,,,,True,µg/m³,5.0,5.0,False,,,
213,张家口市,40.7688,114.8792,CN,True,µg/m³,11.5,11.5,True,µg/m³,19.4,18.5,True,µg/m³,72.6,75.0,True,µg/m³,31.7,35.0,True,µg/m³,470.0,500.0,True,µg/m³,15.1,15.5,False,,,
214,Oxford,51.744806,-1.260278,GB,True,µg/m³,5.5,5.5,True,µg/m³,11.0,8.0,False,,,,True,µg/m³,8.5,8.5,False,,,,False,,,,False,,,
215,Portsmouth,50.82881,-1.068583,GB,True,µg/m³,8.525,9.2,True,µg/m³,4.0,4.0,True,µg/m³,62.5,62.5,True,µg/m³,15.0,15.0,False,,,,False,,,,False,,,
216,Reading,51.45309,-0.944067,GB,True,µg/m³,3.175,3.35,True,µg/m³,7.0,7.0,True,µg/m³,65.5,65.5,True,µg/m³,8.5,8.5,False,,,,False,,,,False,,,
217,Rochester,51.45617,0.634889,GB,True,µg/m³,6.75,7.0,True,µg/m³,4.5,4.5,True,µg/m³,68.0,68.0,True,µg/m³,12.0,12.0,False,,,,True,µg/m³,13.0,13.0,False,,,
218,Southampton,50.90814,-1.395778,GB,True,µg/m³,7.0,7.0,True,µg/m³,10.0,9.5,True,µg/m³,65.0,65.0,True,µg/m³,17.75,18.0,False,,,,True,µg/m³,14.0,14.0,False,,,
219,承德市,40.9161,117.8184,CN,True,µg/m³,23.3,23.5,True,µg/m³,34.8,36.0,True,µg/m³,64.4,65.0,True,µg/m³,52.1,46.5,True,µg/m³,680.0,700.0,True,µg/m³,7.6,7.5,False,,,
220,South East,50.832947,-0.379916,GB,True,µg/m³,6.0,6.0,True,µg/m³,2.0,2.0,False,,,,False,,,,False,,,,False,,,,False,,,
221,Cardiff,51.48178,-3.17625,GB,True,µg/m³,7.0,7.0,True,µg/m³,18.0,19.0,True,µg/m³,61.5,61.5,True,µg/m³,14.5,14.5,False,,,,True,µg/m³,1.0,1.0,False,,,
222,Lucknow,26.8458805,80.9365541,IN,True,µg/m³,188.735,205.75,True,µg/m³,47.5335,45.045,True,µg/m³,17.092499999999998,16.7,False,,,,True,µg/m³,1482.0,1255.0,True,µg/m³,9.6615,8.649999999999999,False,,,
223,Chepstow,51.638094,-2.678731,GB,True,µg/m³,8.0,8.0,True,µg/m³,18.0,18.0,False,,,,True,µg/m³,20.0,20.0,False,,,,False,,,,False,,,
224,La Estrella,6.1555305,-75.6441727,CO,True,µg/m³,19.666666666666668,19.0,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
225,Narberth,51.781784,-4.691462,GB,True,µg/m³,8.0,8.0,True,µg/m³,0.0,0.0,True,µg/m³,74.5,74.5,True,µg/m³,15.0,15.0,False,,,,True,µg/m³,13.0,13.0,False,,,
226,Newport,51.601203,-2.977281,GB,True,µg/m³,7.0,7.0,True,µg/m³,9.0,9.0,False,,,,True,µg/m³,14.0,14.0,False,,,,False,,,,False,,,
227,Port Talbot,51.58395,-3.770822,GB,True,µg/m³,8.0,8.0,True,µg/m³,13.0,13.0,True,µg/m³,66.5,66.5,True,µg/m³,17.0,17.0,False,,,,True,µg/m³,7.5,7.5,False,,,
228,廊坊市,39.5178,116.6838,CN,True,µg/m³,17.875,18.0,True,µg/m³,53.625,52.0,True,µg/m³,67.5,68.0,True,µg/m³,40.5,41.0,True,µg/m³,550.0,550.0,True,µg/m³,6.25,5.5,False,,,
229,Swansea,51.632696,-3.947374,GB,True,µg/m³,9.0,9.0,True,µg/m³,9.0,9.0,False,,,,True,µg/m³,26.5,26.5,False,,,,False,,,,False,,,
230,Barbosa,6.4369602,-75.330452,CO,True,µg/m³,-3329.4925366666666,2.34444,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
231,Varanasi,25.3505986,82.9083074,IN,True,µg/m³,156.0,154.0,True,µg/m³,70.93666666666667,67.49,True,µg/m³,71.27666666666666,79.77,True,µg/m³,353.0,273.0,True,µg/m³,410.0,330.0,True,µg/m³,20.086666666666666,21.22,False,,,
232,Barnstaple,51.074793,-4.041924,GB,True,µg/m³,5.0,5.0,False,,,,False,,,,True,µg/m³,10.0,10.0,False,,,,False,,,,False,,,
233,Bournemouth,50.73957,-1.826744,GB,True,µg/m³,8.5,8.5,True,µg/m³,0.0,0.0,True,µg/m³,83.5,83.5,False,,,,False,,,,False,,,,False,,,
234,Copacabana,6.3453612,-75.5047531,CO,True,µg/m³,7.532273333333333,7.16299,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
235,Bristol,51.462839,-2.584482,GB,True,µg/m³,7.0,7.0,True,µg/m³,17.5,17.5,True,µg/m³,54.0,54.0,True,µg/m³,7.0,7.0,False,,,,False,,,,False,,,
236,沧州市,38.2991,116.8584,CN,True,µg/m³,51.5,56.5,True,µg/m³,59.833333333333336,60.5,True,µg/m³,71.33333333333333,74.0,True,µg/m³,95.0,96.0,True,µg/m³,900.0,900.0,True,µg/m³,21.333333333333332,23.0,False,,,
237,Charlton,51.05625,-2.68345,GB,False,,,,True,µg/m³,1.5,1.5,True,µg/m³,78.5,78.5,False,,,,False,,,,False,,,,False,,,
238,South West,50.735454,-1.780888,GB,True,µg/m³,10.5,10.5,True,µg/m³,0.5,0.5,False,,,,False,,,,False,,,,False,,,,False,,,
239,Exeter,50.725083,-3.532465,GB,False,,,,True,µg/m³,24.5,24.5,True,µg/m³,53.0,53.0,False,,,,False,,,,False,,,,False,,,
240,Honiton,50.792287,-3.196702,GB,False,,,,True,µg/m³,0.5,0.5,False,,,,False,,,,False,,,,False,,,,False,,,
241,Plymouth,50.37167,-4.142361,GB,True,µg/m³,7.0,7.0,True,µg/m³,8.0,8.0,True,µg/m³,73.0,73.0,True,µg/m³,19.0,19.0,False,,,,False,,,,False,,,
242,Howrah,22.5687319,88.2797276,IN,True,µg/m³,146.415,146.18,True,µg/m³,62.47099999999999,52.8,True,µg/m³,13.253,16.36,True,µg/m³,208.718,181.83499999999998,True,µg/m³,839.0,530.0,True,µg/m³,46.437000000000005,4.695,False,,,
243,衡水市,37.7379,115.6426,CN,True,µg/m³,65.0,59.0,True,µg/m³,53.0,52.0,True,µg/m³,71.66666666666667,72.0,True,µg/m³,104.66666666666667,95.5,True,µg/m³,1083.3333333333333,1050.0,True,µg/m³,20.333333333333332,20.5,False,,,
244,Saltash,50.411463,-4.227678,GB,True,µg/m³,6.0,6.0,False,,,,False,,,,True,µg/m³,21.5,21.5,False,,,,False,,,,False,,,
245,Yarner Wood,50.5976,-3.71651,GB,False,,,,True,µg/m³,1.0,1.0,True,µg/m³,83.0,83.0,False,,,,False,,,,False,,,,False,,,
246,Mace Head,53.326444,-9.903917,GB,False,,,,False,,,,True,µg/m³,89.5,89.5,False,,,,False,,,,False,,,,False,,,
247,West Midlands,52.47609,-1.875024,GB,True,µg/m³,7.5,7.5,True,µg/m³,21.0,21.0,True,µg/m³,51.5,51.5,True,µg/m³,18.5,18.5,False,,,,False,,,,False,,,
248,Birmingham,52.437165,-1.829999,GB,True,µg/m³,6.0,6.0,True,µg/m³,3.0,3.0,True,µg/m³,67.0,67.0,False,,,,False,,,,False,,,,False,,,
249,Bello,6.3375502,-75.5678024,CO,True,µg/m³,11.136703333333335,9.58406,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
250,邢台市,37.0533,114.4821,CN,True,µg/m³,70.375,69.0,True,µg/m³,64.25,63.5,True,µg/m³,65.75,67.0,True,µg/m³,166.0,161.5,True,µg/m³,1287.5,1250.0,True,µg/m³,35.75,36.5,False,,,
251,Coventry,52.411563,-1.560228,GB,True,µg/m³,6.0,6.0,True,µg/m³,11.0,11.0,True,µg/m³,62.5,62.5,False,,,,False,,,,False,,,,False,,,
252,Envigado,6.1686831,-75.5819702,CO,True,µg/m³,25.2085,24.3777,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
253,Leamington Spa,52.28881,-1.533119,GB,True,µg/m³,6.75,7.0,True,µg/m³,5.75,5.5,True,µg/m³,54.5,54.5,True,µg/m³,13.5,13.5,False,,,,False,,,,False,,,
254,Sabaneta,6.1454778,-75.6214142,CO,True,µg/m³,14.414563333333334,15.5823,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,
255,Leominster,52.22174,-2.736665,GB,False,,,,True,µg/m³,2.0,2.0,True,µg/m³,68.0,68.0,False,,,,False,,,,False,,,,False,,,
256,Stoke-on-Trent,53.02821,-2.175133,GB,True,µg/m³,8.0,8.0,True,µg/m³,12.0,9.0,True,µg/m³,59.0,59.0,True,µg/m³,25.5,25.5,False,,,,False,,,,False,,,
